update,step,policy_loss,value_loss,entropy,approx_kl,clip_fraction
1,2048,-0.003931,44.651856,0.692790,0.000330,0.0000
2,4096,-0.002953,44.025746,0.691114,0.000234,0.0000
3,6144,-0.001432,50.849386,0.688965,0.000110,0.0000
4,8192,-0.001383,51.235897,0.686886,0.000077,0.0000
5,10240,-0.002259,50.535330,0.683071,0.000110,0.0000
6,12288,-0.001235,65.384143,0.683259,0.000051,0.0000
7,14336,-0.000979,48.198278,0.678130,0.000037,0.0000
8,16384,-0.000847,54.496584,0.676444,0.000034,0.0000
9,18432,-0.000683,51.080131,0.675492,0.000031,0.0000
10,20480,-0.000331,49.867011,0.674065,0.000051,0.0000
11,22528,-0.000095,54.831831,0.675765,0.000023,0.0000
12,24576,-0.000027,47.892769,0.674147,0.000011,0.0000
13,26624,0.000179,42.507386,0.674678,0.000014,0.0000
14,28672,0.000066,42.794361,0.674535,0.000030,0.0000
15,30720,0.000182,45.990620,0.676486,0.000136,0.0000
16,32768,0.000501,35.764112,0.675351,0.000037,0.0000
17,34816,-0.000090,40.881765,0.678232,0.000238,0.0000
18,36864,0.000618,37.657717,0.678193,0.000639,0.0000
19,38912,-0.000356,32.062595,0.681406,0.000421,0.0000
20,40960,0.000705,33.832785,0.679991,0.001084,0.0000
21,43008,-0.000778,33.708897,0.682135,0.001176,0.0000
22,45056,0.001304,36.258558,0.682282,0.000200,0.0000
23,47104,0.000109,28.741105,0.682595,0.002043,0.0000
24,49152,-0.000592,25.441642,0.681532,0.001841,0.0000
25,51200,-0.004227,31.115409,0.676438,0.004123,0.0164
26,53248,-0.004645,28.949966,0.677818,0.006390,0.0601
27,55296,-0.001322,38.179606,0.678700,0.002423,0.0000
28,57344,0.000130,31.970227,0.677649,0.000195,0.0000
29,59392,-0.003670,34.037025,0.667539,0.008684,0.0579
30,61440,-0.005083,32.097772,0.672728,0.009674,0.0952
31,63488,-0.002245,33.205682,0.671397,0.002050,0.0000
32,65536,-0.006844,33.803919,0.659093,0.005572,0.0413
